,Winery,Wine,Name,Year,Rating,Number_of_reviews,Region,Country,Description,Food_1,Food_2,Flavour_1,Flavour_2,Grape_1,Grape_2,Price
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Château Maucoil,Côtes-du-Rhône Villages,Château Maucoil Côtes-du-Rhône Villages 2019,2019,3.9,120,Côtes-du-Rhône-Villages,Frankrig,"The Southern Rhône is situated in a large, sprawling valley, shaped by the course of the Rhône River. A Mediterranean climate makes the Southern Rhône Valley one of the warmest wine growing regions in France.

Grape varieties that thrive in the region are well-suited to the hot, humid summers, and Grenache, Syrah, and Mourvèdre are by far the most common plantings.

The vast majority of Rhône wines found on the market are labeled as Côtes du Rhône AOC (Appellation d'Origine Contrôlée). Many are excellent and inexpensive, making them one of the most consumer-friendly French wines to explore. Stylistically, they are rich, easy-drinking wines with moderate tannins and alcohol levels that fall between 14-15%.

Châteauneuf-du-Pape is one of the better-known sub-regions of the Southern Rhône, and while the wines can be somewhat expensive, the quality is generally exceptional.

Grenache is by far the predominant grape found in Châteauneuf-du-Pape blends, and lends jammy red and black fruit notes along with flavors of earth, leather and spice and dried herbs.

The Southern Rhône also produces white wines, though in much smaller portion, typically these are made from Marsanne, Roussanne and Viognier. Rosé wines can be found as well and Tavel is famous for its vibrant, slightly spicy, salmon-hued rosés.",Beef,Lamb,black_fruit,spices,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Château Maucoil,Côtes-du-Rhône Villages,Château Maucoil Côtes-du-Rhône Villages 2019,2019,3.9,120,Côtes-du-Rhône-Villages,Frankrig,"The Southern Rhône is situated in a large, sprawling valley, shaped by the course of the Rhône River. A Mediterranean climate makes the Southern Rhône Valley one of the warmest wine growing regions in France.

Grape varieties that thrive in the region are well-suited to the hot, humid summers, and Grenache, Syrah, and Mourvèdre are by far the most common plantings.

The vast majority of Rhône wines found on the market are labeled as Côtes du Rhône AOC (Appellation d'Origine Contrôlée). Many are excellent and inexpensive, making them one of the most consumer-friendly French wines to explore. Stylistically, they are rich, easy-drinking wines with moderate tannins and alcohol levels that fall between 14-15%.

Châteauneuf-du-Pape is one of the better-known sub-regions of the Southern Rhône, and while the wines can be somewhat expensive, the quality is generally exceptional.

Grenache is by far the predominant grape found in Châteauneuf-du-Pape blends, and lends jammy red and black fruit notes along with flavors of earth, leather and spice and dried herbs.

The Southern Rhône also produces white wines, though in much smaller portion, typically these are made from Marsanne, Roussanne and Viognier. Rosé wines can be found as well and Tavel is famous for its vibrant, slightly spicy, salmon-hued rosés.",Beef,Lamb,black_fruit,spices,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Jean-Baptiste Audy,Château du Haut Plateau Montagne-Saint-Émilion,Jean-Baptiste Audy Château du Haut Plateau Montagne-Saint-Émilion 2015,2015,3.8,83,Montagne-Saint-Émilion,Frankrig,"Made predominantly from Merlot and Cabernet Franc, Saint-Émilion wines tend to have a rich, mouth-drying tannic structure, which is balanced by the more juicy characteristics of plum and black cherry fruit, along with chocolate and sweet spice, developing savory tobacco and cedar characteristics with age.

The best Saint-Émilion wines will exhibit a terrific mineral vein, the result of vines being planted on the region's limestone escarpment. Vines planted on sandy soils tend to produce grapes that make lighter styled wines.

Situated on the right bank of Bordeaux, the region of Saint-Émilion can boast of producing the most diverse range of styles, partly due to differences in soil types, from gravel to limestone to sand, but also thanks to production variations and winemakers looking to make their mark.",Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Cabernet Franc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
0,Mas de Lunès,e6-g - Grés de Montpellier,Mas de Lunès e6-g - Grés de Montpellier 2014,2014,3.6,32,Grès de Montpellier,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,microbio,red_fruit,Shiraz/Syrah,Grenache,149.0
0,Mas de Daumas Gassac,Moulin de Gassac Picpoul-de-Pinet,Mas de Daumas Gassac Moulin de Gassac Picpoul-de-Pinet 2019,2019,3.9,60,Picpoul de Pinet,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Chardonnay, Chenin Blanc, Picpoul, Muscat, and Mauzac are some of the most important white grapes in the region.

Although there is great diversity and volume of wine produced in this region, white wines are typically aromatic and crisp, often with floral and stone fruit notes.

There are some outstanding values to be found in wines from this region. Many wines from this area retail for well under $20.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

Some of the more notable white wines to come out of this region include the sparkling Crémant de Limoux, which is produced using Méthode Traditionnelle. These sparklers offer great bang for the buck!",Pasta,Vegetarian,citrus_fruit,tree_fruit,Grenache Blanc,Bourboulenc,149.0
0,Château de Saint-Louis,Corbières Boutenac,Château de Saint-Louis Corbières Boutenac 2014,2014,4.1,76,Corbières Boutenac,Frankrig,"Wine from the Languedoc-Roussillon region is produced in the South of France, ranging from the Mediterranean coast to Provence. Cabernet, Merlot, Mourvedre, Grenache, and Syrah are some of the most important red grapes in the region.

Most wine producers in this region produce blends, as opposed to single varietal wines. There are some outstanding values to be found in wines from this region. Many red blends from this area retail for well under $20!

Languedoc-Roussillon is the biggest wine producing region in the world, responsible for over 1/3 of France's wine production.

Although the region has been known to produce cheap table wine in the past, many vineyards and cooperatives are replacing lesser quality vines with higher quality wine varieties and production methods. The quality has been steadily improving since the 1970s when the region was best known for churning out cheap jug wine.

The two regions of Languedoc-Roussillon produce distinct styles of red wine, although they are lumped together.The Languedoc is known for fruit-forward and full-bodied wines that can also be quite complex. Roussillon produces riper and juicier blends, as well as late-harvest and fortified wines.",Beef,Pasta,earth,oak,Shiraz/Syrah,Grenache,149.0
