,Winery,Wine,Name,Year,Rating,Number_of_reviews,Region,Country,Description,Food_1,Food_2,Flavour_1,Flavour_2,Grape_1,Grape_2,Price
0,Rocca di Castagnoli,Fattoria di Scannano Chianti,Rocca di Castagnoli Fattoria di Scannano Chianti 2018,2018,3.8,93,Chianti,Italien,"The most commonly consumed wine in Italy, and interestingly, the most commonly consumed Italian wine in the world, Chianti is emblematic of what Italy means to the world of wine.

Fermented primarily from Sangiovese, fresh cherry,  strawberries, and red plum pleasure the senses when enjoying this wine.

Winemakers have spent the last couple of decades trying to change the old image of Chianti: Wine bottles in wicker basket, interestingly also called fiascoes. They've done so by  by producing very nice wines through state of the art growing and fermentation techniques.

Chianti is a red wine that comes from Tuscany, but can contain small amounts of white grapes during blending. This is not the case with Chianti Classico, which must be solely made from red Sangiovese grapes.

Chianti is not considered to age well, and loses steam quickly.  Find the youngest bottle you can to get the most out of its vibrance.

This wine is versatile and its high acidity allows it to be eaten with a wide range of foods.  Enjoy Chianti best with fast food, pizza, red pasta, and salami sandwiches.",Beef,Veal,oak,red_fruit,Sangiovese,Trebbiano,99.95
0,di Lenardo,Toh! Friulano,di Lenardo Toh! Friulano 2015,2015,3.6,91,Venezia Giulia,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,earth,tree_fruit,Arneis,Pinot Blanc,99.95
0,Fattoria Ambra,Barco Reale di Carmignano,Fattoria Ambra Barco Reale di Carmignano 2019,2019,3.7,39,Barco Reale di Carmignano,Italien,,Beef,Lamb,oak,black_fruit,Cabernet Sauvignon,Merlot,99.95
0,Tenuta Il Palagio,When We Dance Chianti,Tenuta Il Palagio When We Dance Chianti 2019,2019,4.0,40,Chianti,Italien,"The most commonly consumed wine in Italy, and interestingly, the most commonly consumed Italian wine in the world, Chianti is emblematic of what Italy means to the world of wine.

Fermented primarily from Sangiovese, fresh cherry,  strawberries, and red plum pleasure the senses when enjoying this wine.

Winemakers have spent the last couple of decades trying to change the old image of Chianti: Wine bottles in wicker basket, interestingly also called fiascoes. They've done so by  by producing very nice wines through state of the art growing and fermentation techniques.

Chianti is a red wine that comes from Tuscany, but can contain small amounts of white grapes during blending. This is not the case with Chianti Classico, which must be solely made from red Sangiovese grapes.

Chianti is not considered to age well, and loses steam quickly.  Find the youngest bottle you can to get the most out of its vibrance.

This wine is versatile and its high acidity allows it to be eaten with a wide range of foods.  Enjoy Chianti best with fast food, pizza, red pasta, and salami sandwiches.",Beef,Veal,red_fruit,oak,Sangiovese,Trebbiano,99.95
0,Tenuta Margon,Pietragrande  Bianco,Tenuta Margon Pietragrande  Bianco 2018,2018,3.7,214,Trentino,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,citrus_fruit,tree_fruit,Arneis,Pinot Blanc,99.95
0,Cusumano,Benuara (Tenuta Presti e Pegni),Cusumano Benuara (Tenuta Presti e Pegni) 2017,2017,4.0,933,Terre Siciliane,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,oak,Primitivo,Aglianico,99.95
0,Tenuta Podernovo,Aliotto Toscana,Tenuta Podernovo Aliotto Toscana 2015,2015,3.6,399,Toscana,Italien,,Beef,Lamb,earth,red_fruit,Cabernet Sauvignon,Merlot,99.95
0,Tenuta Podernovo,Aliotto Toscana,Tenuta Podernovo Aliotto Toscana 2016,2016,3.5,394,Toscana,Italien,,Beef,Lamb,earth,red_fruit,Cabernet Sauvignon,Merlot,99.95
0,Tramin,T Cuvée Rosso,Tramin T Cuvée Rosso 2019,2019,3.7,160,Südtirol - Alto Adige,Italien,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.",Beef,Pasta,red_fruit,black_fruit,Nebbiolo,Barbera,100.0
0,Tramin,T Cuvée Bianco,Tramin T Cuvée Bianco 2020,2020,3.8,29,Südtirol - Alto Adige,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,tree_fruit,citrus_fruit,Arneis,Pinot Blanc,100.0
0,Brancatelli,Questo Dedicato a,Brancatelli Questo Dedicato a 2015,2015,3.7,128,Toscana,Italien,,Beef,Lamb,earth,red_fruit,Cabernet Sauvignon,Merlot,104.0
0,Brancatelli,Questo Dedicato a,Brancatelli Questo Dedicato a 2016,2016,3.6,47,Toscana,Italien,,Beef,Lamb,earth,red_fruit,Cabernet Sauvignon,Merlot,104.0
0,Integro,Negroamaro,Integro Negroamaro 2018,2018,3.8,256,Puglia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,black_fruit,red_fruit,Primitivo,Aglianico,104.16666666666667
0,Venturini,Semonte Alto Valpolicella Ripasso Classico Superiore,Venturini Semonte Alto Valpolicella Ripasso Classico Superiore 2017,2017,3.9,29,Valpolicella Ripasso Classico,Italien,"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”",Beef,Veal,oak,red_fruit,Corvina,Rondinella,105.0
0,San Donaci,Contrada del Falco,San Donaci Contrada del Falco 2017,2017,4.2,168,Salento,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,oak,black_fruit,Primitivo,Aglianico,105.0
0,Santa Tresa,Frappato,Santa Tresa Frappato 2018,2018,3.3,299,Terre Siciliane,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,red_fruit,oak,Primitivo,Aglianico,105.0
0,Zenato,Bianco di Custoza,Zenato Bianco di Custoza 2018,2018,3.5,157,Bianco di Custoza,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,tree_fruit,citrus_fruit,Arneis,Pinot Blanc,105.0
0,Tommasi,Le Volpare Soave Classico,Tommasi Le Volpare Soave Classico 2019,2019,3.7,78,Soave,Italien,,Shellfish,Vegetarian,tree_fruit,citrus_fruit,Trebbiano,Garganega,105.0
0,Corte Medicea,Aros,Corte Medicea Aros 2016,2016,3.8,265,Toscana,Italien,,Beef,Lamb,black_fruit,oak,Cabernet Sauvignon,Merlot,109.0
0,Corte Medicea,Cletus,Corte Medicea Cletus 2016,2016,3.8,429,Toscana,Italien,,Beef,Lamb,oak,red_fruit,Cabernet Sauvignon,Merlot,109.0
0,Brigaldara,Valpolicella Superiore Case Vecie,Brigaldara Valpolicella Superiore Case Vecie 2017,2017,3.6,180,Valpolicella,Italien,"The red wines of Valpolicella have a lot to offer for anyone who is a fan of rich, fruit-filled wines. The baked cherry, plum flavors and the rich texture are similar to really good Zinfandels from California.

The famous wines from Amarone and even the great value Valpolicella Ripasso are decadent, yet restrained.

In Northeast Italy, the region of Valpolicella grows a little-known grape called Corvina. It can make wines that are light with sour cherry flavors like Beaujolais, but the best known styles are much richer.

In Amarone, the grapes are dried before pressing giving the wine higher alcohol and body. The dark dessert-like fruit is complemented with strong acidity and just a touch of bitterness that makes this wine very sensual and often expensive.

The “Baby Amarone” wines of Valpolicella Ripasso are a much more affordable way to try this bold, seductive style similar to the best of California's Zinfandel.",Beef,Pasta,red_fruit,oak,Corvina,Rondinella,109.0
0,Petra,HEBO (Suvereto),Petra HEBO (Suvereto) 2018,2018,3.8,641,Toscana,Italien,,Beef,Lamb,oak,red_fruit,Cabernet Sauvignon,Merlot,109.0
0,Torre d'Orti,Valpolicella Ripasso Superiore,Torre d'Orti Valpolicella Ripasso Superiore 2018,2018,4.1,568,Valpolicella Ripasso,Italien,"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”",Beef,Veal,oak,red_fruit,Corvina,Rondinella,109.0
0,Icardi,Balera Cortese Piemonte,Icardi Balera Cortese Piemonte 2017,2017,3.8,56,Piemonte,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,tree_fruit,citrus_fruit,Arneis,Pinot Blanc,109.0
0,Cavalier Pepe,Terra del Varo Irpinia Aglianico,Cavalier Pepe Terra del Varo Irpinia Aglianico 2015,2015,3.7,198,Irpinia,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,earth,black_fruit,Primitivo,Aglianico,109.0
0,Begali Lorenzo,La Cengia Valpolicella Ripasso Classico Superiore,Begali Lorenzo La Cengia Valpolicella Ripasso Classico Superiore 2018,2018,3.9,164,Valpolicella Ripasso,Italien,"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”",Beef,Veal,red_fruit,oak,Corvina,Rondinella,109.0
0,Santa Tresa,Rina Ianca Grillo - Viognier,Santa Tresa Rina Ianca Grillo - Viognier 2019,2019,3.8,107,Terre Siciliane,Italien,"Italy is responsible for some of the finest wines in the world, and while Northern Italy receives the majority of the plaudits, there is some excellent wine emerging from the sparsely populated southern regions.

Fiano and Greco are the two big white varietals in Campania and Basilicata, while Sicily has become known for their Bianco d'Alcamo, a dry wine made from the Marsala grape.

Southern Italy's reputation has taken a beating in recent years as they have become known for producing bulk wine that they can't sell, and the reputation seems to endure despite some lovely wine coming from Sicily, Campania and Basilicata.

Fiano tends to be a wonderfully creamy white wine with lots of green apple skin and pear. Greco, arguably Campania's flagship white grape, is a lot crisper, and typically has an abundance of minerality, lemon notes and pear.

The white wine of Southern Italy pairs extremely well with the creamy regional cuisine, as well as with some freshly caught fish or shellfish.",Shellfish,Vegetarian,citrus_fruit,tree_fruit,Malvasia,Fiano,109.0
0,Cantine Volpi,Boira' Sangiovese,Cantine Volpi Boira' Sangiovese 2018,2018,3.5,1335,Marche,Italien,"Perhaps the greatest wines in the Chianti area are the Brunello wines, which are also made from Sangiovese. These wines are much bolder, richer, and more similar to the best of California Cabs.

While the red wines in Chianti are the most recognizable in Central Italy, the “Super Tuscan” wines get the most attention from critics.

The wines of Central Italy are big in flavor and popularity. This area is known for blending the most famous Italian grape Sangiovese with Cabernet Sauvignon, the most famous grape from France.

The cult-following “Super Tuscans” and the robust Brunello wines also come from this area, as well as the very fine Vino Nobile di Montepulciano.

Sangiovese is the most famous grape from Italy, and its home in Chianti is the focus of Central Italy. This classic style is much less fruity than the red wines of California and a little bit lighter than Cabernet Sauvignon.

The quality of Central Italy's less expensive wines is getting better all the time and some especially great values can be found in the wines of Chianti Classico.",Beef,Pasta,oak,red_fruit,Sangiovese,Montepulciano,109.0
0,Cantina di Castelnuovo del Garda,Barbarossa - Corvina,Cantina di Castelnuovo del Garda Barbarossa - Corvina 2016,2016,3.8,154,Garda,Italien,"The wines of Northern Italy include some of the most well known red wines in the country including Nebbiolo, Barbera, Dolcetto, Amarone and Valpolicella.

Arguably, the two most important regions in Northern Italy are Piedmont in the northwest, and Veneto in the northeast. Red wines from these regions range from some of the most expensive and sought after in all of Italy to great value red wines.

Nebbiolo produces some of the most exclusive and expensive red wines in Italy, including Barolo and Barbaresco. However, these sought after wines come with a hefty price tag.

Dolcetto and Barbera from Piedmont offer relative value. Dolcetto is planted on less desirable vineyard sites, and produces fruit-forward, great value wines that are meant to be consumed within 1-2 years of bottling. Barbera is a high yield variety with low tannins and high acidity.

In Veneto, Valpolicella reigns supreme as its own distinct viticultural zone. There are five different tiers within this wine category ranging from inexpensive and light-bodied Valpolicella Classico, to pricey Amarone.

Red wines from Valpolicella are typically based on Corvina, with Rondinella, and Molinara rounding out these blended wines.",Beef,Pasta,red_fruit,oak,Nebbiolo,Barbera,109.0
0,Villa Spinosa,Valpolicella Classico,Villa Spinosa Valpolicella Classico 2016,2016,3.3,39,Valpolicella,Italien,"The red wines of Valpolicella have a lot to offer for anyone who is a fan of rich, fruit-filled wines. The baked cherry, plum flavors and the rich texture are similar to really good Zinfandels from California.

The famous wines from Amarone and even the great value Valpolicella Ripasso are decadent, yet restrained.

In Northeast Italy, the region of Valpolicella grows a little-known grape called Corvina. It can make wines that are light with sour cherry flavors like Beaujolais, but the best known styles are much richer.

In Amarone, the grapes are dried before pressing giving the wine higher alcohol and body. The dark dessert-like fruit is complemented with strong acidity and just a touch of bitterness that makes this wine very sensual and often expensive.

The “Baby Amarone” wines of Valpolicella Ripasso are a much more affordable way to try this bold, seductive style similar to the best of California's Zinfandel.",Beef,Pasta,red_fruit,black_fruit,Corvina,Rondinella,109.0
0,Petra,HEBO (Suvereto),Petra HEBO (Suvereto) 2017,2017,3.8,1169,Toscana,Italien,,Beef,Lamb,oak,red_fruit,Cabernet Sauvignon,Merlot,109.0
0,Tommasi,Palanca Valpolicella Ripasso Superiore,Tommasi Palanca Valpolicella Ripasso Superiore 2017,2017,3.9,263,Valpolicella Ripasso,Italien,"The wines retain the vibrancy, freshness and value of traditional Valpolicella, while imparting additional flavor and body.

Their medium body and complex flavor profile make these wines a great pairing with a wide range of foods such as grilled meats, hearty pasta and strong cheeses.

Ripasso della Valpolicella is a red wine from the Veneto region of Italy. The wine is produced by putting Valpolicella Classico under a second fermentation by adding the skins remaining from Amarone and Recioto production.

This winemaking process imparts additional complexity, tannin, body, and slightly higher alcohol to the wine. Both the body and price point of this wine are somewhere between a Valpolicella Classico and a true Amarone.

Ripasso wines are more approachable on both the palette and the wallet! They retail at far more accessible price points than true Amarone- generally in the $15-$25 price range.

Ripasso della Valpolicella is a wine based on the Corvina grape, with the addition of Rondinella and Molinara rounding out the blend.

In 2009, Ripasso della Valpolicella received its own DOC designation, along with its cousin, Amarone. In fact, they are sometimes known as “baby Amarone.”",Beef,Veal,oak,red_fruit,Corvina,Rondinella,109.0
0,D'Angelo,Aglianico del Vulture,D'Angelo Aglianico del Vulture 2015,2015,3.6,474,Aglianico del Vulture,Italien,"Southern Italy is the toe, heel, and ankle of the Italian “boot” where we find the regions Campania, Basilicata, Puglia, Calabria, and Sicily as well as the distant relative Sardegna. There are scores of fascinating indigenous grape varieties here, different winemaking traditions and styles are defining each region, and the wines are often less expensive than their Northern counterparts.

Puglia and Sicily are producing huge volumes of wine, and they are battling to be the second biggest wine producing region in Italy. The hot climate is reflected in the wines and they are famous for their inexpensive, full bodied, warm, and fruit forward red wines based on Primitivo and Nero d’Avola. Less famous yet very interesting are the Sicilian wines from Mount Etna. The higher altitude yields wines that are lighter, fresh and complex. The indigenous grape Nerello Mascalese offers some fine examples.

In Campania and the northern part of Basilicata, winemakers have been finding success with the grape Aglianico (pronounced “ahl-YAH-nee-koe”). The slightly colder climate is ideal for this grape and produces wines that are garnet-colored with high tannins and acidity. Harsh when young, but after some aging they become elegant and complex, and reveal lovely plummy flavors with a hint of chocolate.

In Sardegna they lean more towards the grapes Carignano and Cannonau with French/Spanish origin. The wines here are often powerful with a spicy touch.",Beef,Pasta,earth,oak,Primitivo,Aglianico,109.0
0,di Lenardo,Toh! Friulano,di Lenardo Toh! Friulano 2018,2018,3.6,100,Venezia Giulia,Italien,"Often better known for red varieties, Northern Italy has a number of delicious and drinkable white wines. To know Northern Italian wines is to know the influences of the wines of the countries that border Italy.

Old World wines tend to be far less about fruit-forward  flavors, and more about the effect that the climate, soil, and adjacently growing flora (terroir) have on the grapes during their growth.

The most widely recognizable varietal is Pinot Grigio which is very rustic, medium-bodied, with medium to high acidity. Chardonnay seems to grow anywhere grapes can grow; although Italian varieties are not normally coveted quality.

Gewürztraminer usually makes us think of Germany, but it's also thriving in Northern Italy. The warmer climate imparts a little less sugar and little more acidity than its German cousin.

Then there is Moscato. From the northwest Piedmont region, this wine is sweet and very popular in North America, and comes in both still and sparkling varieties.

Whatever your choice, taking a tour of Italian white wines is an enjoyable experience that you will be thankful you took.",Pasta,Shellfish,earth,tree_fruit,Arneis,Pinot Blanc,109.95
0,Svoltacarrozze di Meoni Sebastiana,Toscana Sangiovese Grosso - Cabernet Sauvignon,Svoltacarrozze di Meoni Sebastiana Toscana Sangiovese Grosso - Cabernet Sauvignon 2010,2010,3.8,32,Toscana,Italien,,Beef,Lamb,earth,oak,Cabernet Sauvignon,Merlot,109.95
0,Ca La Bionda,Valpolicella Classico,Ca La Bionda Valpolicella Classico 2019,2019,3.8,136,Valpolicella Classico,Italien,"The red wines of Valpolicella have a lot to offer for anyone who is a fan of rich, fruit-filled wines. The baked cherry, plum flavors and the rich texture are similar to really good Zinfandels from California.

The famous wines from Amarone and even the great value Valpolicella Ripasso are decadent, yet restrained.

In Northeast Italy, the region of Valpolicella grows a little-known grape called Corvina. It can make wines that are light with sour cherry flavors like Beaujolais, but the best known styles are much richer.

In Amarone, the grapes are dried before pressing giving the wine higher alcohol and body. The dark dessert-like fruit is complemented with strong acidity and just a touch of bitterness that makes this wine very sensual and often expensive.

The “Baby Amarone” wines of Valpolicella Ripasso are a much more affordable way to try this bold, seductive style similar to the best of California's Zinfandel.",Beef,Pasta,red_fruit,earth,Corvina,Rondinella,109.95
